Isolate ID,Sample ID,Genus,Species,sigB AT,Number of  contigs,Genome size (bp),GC (%),N50,Average coverage,Bioproject,SRA Run Accession,WGS Acession,Phylogroup,State,Latitude,Longitude,Elevation (m),Moisture,Total nitrogen (%),Total carbon (%),pH,Organic matter (%),Aluminum (mg/Kg),Calcium (mg/Kg),Copper (mg/Kg),Iron (mg/Kg),Potassium (mg/Kg),Magnesium (mg/Kg),Manganese (mg/Kg),Molybdenum (mg/Kg),Sodium (mg/Kg),Phosphorus (mg/Kg),Sulfur (mg/Kg),Zinc (mg/Kg),Precipitation (mm),Max temperature (C),Min temperature (C),Wind speed (m/s),Open water (%),Developed (< 20% Impervious) (%),Developed (> 20% Impervious) (%),Barren (%),Forest (%),Shrubland (%),Grassland (%),Cropland (%),Pasture (%),Wetland (%)
L7-1646,IA-CS-5,Listeria,L. welshimeri,16,13,2750814,36.22,518135,82.2577,PRJNA561882,SRR11344074,JAARPX000000000,L8,IA,41.56,-93.2792,271.56,0.3466,0.169,2.2235,7.593,4.0456,7.4061,3794.6401,0.0324,1.0282,218.7661,862.1963,10.8583,0.0298,30.7027,10.731,6.1852,0.475,52.45,-1.9703,-11.3384,3.9995,2.3982,3.322,1.7935,0.2486,6.1419,0.0804,2.8056,20.2907,58.9456,3.9735
L7-1648,IA-CS-5,Listeria,L. welshimeri,134,13,2802389,36.1,442858,102.859,PRJNA561882,SRR11344073,JAARPW000000000,L8,IA,41.56,-93.2792,271.56,0.3466,0.169,2.2235,7.593,4.0456,7.4061,3794.6401,0.0324,1.0282,218.7661,862.1963,10.8583,0.0298,30.7027,10.731,6.1852,0.475,52.45,-1.9703,-11.3384,3.9995,2.3982,3.322,1.7935,0.2486,6.1419,0.0804,2.8056,20.2907,58.9456,3.9735
L7-1651,TX-SH-1,Listeria,L. innocua,283,63,2880467,37.22,532112,137.381,PRJNA561882,SRR11344072,JAARPV000000000,L6,TX,30.5096,-95.7553,101.41,0.4948,0.1469,3.323,6.828,6.683,8.8395,5522.2377,0.0254,1.8733,169.4474,727.9236,11.2044,0.0354,41.9627,1.517,7.979,0.5207,100.2,14.8287,2.9777,3.2355,0.3157,1.8357,1.2431,0.0088,71.0567,1.8114,1.0483,14.2571,0.0008,8.4222
L7-1657,TX-SH-2,Listeria,L. welshimeri,284,12,2750705,36.2,1449415,163.939,PRJNA561882,SRR11344071,JAARPU000000000,L8,TX,30.5111,-95.7569,103.01,0.4303,0.1131,3.5912,8.344,3.3385,0.9866,17497.0881,0.0719,0.3162,87.4435,458.1399,6.326,0.071,32.9889,2.9623,6.33,1.7043,100.2,14.8287,2.9777,3.2355,0.3107,1.8794,1.3867,0.009,70.7196,1.7843,1.0538,14.6058,0.0008,8.2498
L7-1658,TX-SH-2,Listeria,L. booriae,S5054,26,3488258,41.78,354904,119.432,PRJNA561882,SRR11344070,JAARPT000000000,L12,TX,30.5111,-95.7569,103.01,0.4303,0.1131,3.5912,8.344,3.3385,0.9866,17497.0881,0.0719,0.3162,87.4435,458.1399,6.326,0.071,32.9889,2.9623,6.33,1.7043,100.2,14.8287,2.9777,3.2355,0.3107,1.8794,1.3867,0.009,70.7196,1.7843,1.0538,14.6058,0.0008,8.2498
L7-1659,TX-SH-2,Listeria,L. welshimeri,178,176,3007429,36.27,195519,58.5636,PRJNA561882,SRR11344069,JAARPS000000000,L8,TX,30.5111,-95.7569,103.01,0.4303,0.1131,3.5912,8.344,3.3385,0.9866,17497.0881,0.0719,0.3162,87.4435,458.1399,6.326,0.071,32.9889,2.9623,6.33,1.7043,100.2,14.8287,2.9777,3.2355,0.3107,1.8794,1.3867,0.009,70.7196,1.7843,1.0538,14.6058,0.0008,8.2498
L7-1661,TX-SH-2,Listeria,L. innocua,285,11,2890585,37.17,1531543,68.7054,PRJNA561882,SRR11344068,JAARPR000000000,L6,TX,30.5111,-95.7569,103.01,0.4303,0.1131,3.5912,8.344,3.3385,0.9866,17497.0881,0.0719,0.3162,87.4435,458.1399,6.326,0.071,32.9889,2.9623,6.33,1.7043,100.2,14.8287,2.9777,3.2355,0.3107,1.8794,1.3867,0.009,70.7196,1.7843,1.0538,14.6058,0.0008,8.2498
L7-1663,TX-SH-3,Listeria,L. innocua,286,125,2998422,37.2,549990,137.759,PRJNA561882,SRR11344066,JAARPQ000000000,L6,TX,30.5165,-95.7556,100.63,0.4942,0.1703,5.3421,8.218,6.6762,3.1101,21300.9834,0.0731,0.7074,212.5268,742.4631,10.22,0.0857,43.7484,2.6144,11.3123,0.4288,100.2,14.8287,2.9777,3.2355,0.3165,1.7589,1.4464,0.0055,70.4786,1.5898,0.9809,15.3459,0.0008,8.0766
L7-1665,TX-SH-3,Listeria,L. innocua,287,63,3084246,37.04,474155,116.501,PRJNA561882,SRR11344033,JAARPP000000000,L6,TX,30.5165,-95.7556,100.63,0.4942,0.1703,5.3421,8.218,6.6762,3.1101,21300.9834,0.0731,0.7074,212.5268,742.4631,10.22,0.0857,43.7484,2.6144,11.3123,0.4288,100.2,14.8287,2.9777,3.2355,0.3165,1.7589,1.4464,0.0055,70.4786,1.5898,0.9809,15.3459,0.0008,8.0766
L7-1669,TX-SH-4,Listeria,L. innocua,287,57,3150841,37.1,456300,120.666,PRJNA561882,SRR11344032,JAARPO000000000,L6,TX,30.5196,-95.7441,107.9,0.7259,0.1278,2.9143,6.001,5.5461,41.1934,1332.3447,0.0189,60.4505,98.6989,246.554,85.2874,0.0333,43.7074,1.4759,4.6619,1.622,96.9,14.76,2.9842,3.2498,0.3306,1.8763,1.4393,0.0023,72.0971,1.4756,0.7938,13.5297,0.0008,8.4545
L7-1670,TX-SH-4,Listeria,L. innocua,150,22,2842490,37.29,475881,57.4441,PRJNA561882,SRR11344031,JAARPN000000000,L6,TX,30.5196,-95.7441,107.9,0.7259,0.1278,2.9143,6.001,5.5461,41.1934,1332.3447,0.0189,60.4505,98.6989,246.554,85.2874,0.0333,43.7074,1.4759,4.6619,1.622,96.9,14.76,2.9842,3.2498,0.3306,1.8763,1.4393,0.0023,72.0971,1.4756,0.7938,13.5297,0.0008,8.4545
L7-1675,TX-SH-5,Listeria,L. innocua,22,64,2875573,37.26,1475107,112.319,PRJNA561882,SRR11344030,JAARPM000000000,L6,TX,30.5195,-95.748,101.5,0.385,0.1452,3.2446,6.343,5.1839,32.2752,3432.0319,0.002,3.172,137.2838,417.9884,15.5265,0.0343,49.4863,2.3675,8.2153,2.4002,96.9,14.76,2.9842,3.2498,0.3102,1.8665,1.462,0.0038,70.9971,1.5229,0.8224,14.692,0.0008,8.3223
L7-1681,FL-WP-3,Listeria,L. booriae,S5069,31,3430305,41.78,281018,42.6512,PRJNA561882,SRR11344029,JAARPL000000000,L12,FL,29.5571,-82.6077,18.72,0.068,0.0578,1.2286,6.293,1.6257,31.2294,568.768,0.025,4.3869,13.0629,28.6957,1.6001,0.0229,15.1587,5.4729,3.7908,0.4268,80.125,19.0206,8.2894,3.386,1.1008,4.179,1.6295,0.3473,28.5466,9.6415,6.7637,33.1053,9.1577,5.5285
L7-1687,KS-MS-2,Listeria,L. welshimeri,27,18,2745126,36.23,501514,59.0738,PRJNA561882,SRR11344028,JAARPK000000000,L8,KS,39.0977,-96.9014,358.18,0.164,0.1474,2.0878,7.58,2.9332,2.9072,2232.3705,0.0617,1.9905,114.3104,117.2073,17.8998,0.0276,17.0911,9.2394,8.4931,0.5657,57.65,3.5797,-9.3129,3.7217,17.7399,5.5114,7.6968,0.0579,16.0306,0.0353,33.0319,0.5819,18.932,0.3822
L7-1693,FL-BS-3,Listeria,L. farberi,181,16,2863364,36.84,1512479,94.7451,PRJNA561882,SRR11344027,JAARPJ000000000,L7,FL,29.8537,-81.8772,27.47,0.0986,0.0987,1.3927,6.38,1.6832,10.5163,719.4009,0.0224,0.454,14.8472,67.0166,18.8279,0.0187,22.5967,8.0272,4.2364,3.4421,90.475,18.9903,7.7352,3.7957,1.5103,5.1092,0.7547,0.3826,52.1154,11.8252,5.9379,6.5782,0.0537,15.7326
L7-1698,FL-BS-3,Listeria,L. booriae,S5070,59,3481064,41.77,577823,55.4233,PRJNA561882,SRR11344026,JAARPI000000000,L12,FL,29.8537,-81.8772,27.47,0.0986,0.0987,1.3927,6.38,1.6832,10.5163,719.4009,0.0224,0.454,14.8472,67.0166,18.8279,0.0187,22.5967,8.0272,4.2364,3.4421,90.475,18.9903,7.7352,3.7957,1.5103,5.1092,0.7547,0.3826,52.1154,11.8252,5.9379,6.5782,0.0537,15.7326
L7-1699,FL-BS-5,Listeria,L. farberi,181,86,2991801,36.82,526446,154.935,PRJNA561882,SRR11344025,JAARPH000000000,L7,FL,29.8442,-81.8767,27.68,0.0747,0.077,1.0724,6.392,1.2401,3.8082,650.9343,0.0096,0.4623,16.9653,61.9986,10.4857,0.0195,15.8914,6.4341,3.7715,0.6622,90.475,18.9903,7.7352,3.7957,1.5236,5.754,0.8044,0.401,51.2285,11.363,5.9226,6.7709,0.1394,16.0926
L7-1705,TX-MN-2,Listeria,L. welshimeri,291,11,2720499,36.24,1428461,243.39,PRJNA561882,SRR11344023,JAARPG000000000,L8,TX,31.3279,-97.4986,193.66,0.2405,0.2447,7.6862,7.742,4.2729,-0.3142,34624.9564,0.1188,0.3428,433.4133,235.5838,13.2833,0.1059,38.3745,5.911,25.7322,0.3423,42.775,14.2629,1.6758,3.3031,0.8427,3.1062,0.3025,0.1601,18.1465,0.9459,48.8378,3.7783,18.9835,4.8965
L7-1706,TX-MN-2,Listeria,L. welshimeri,292,14,2752040,36.27,499267,168.376,PRJNA561882,SRR11344022,JAARPF000000000,L8,TX,31.3279,-97.4986,193.66,0.2405,0.2447,7.6862,7.742,4.2729,-0.3142,34624.9564,0.1188,0.3428,433.4133,235.5838,13.2833,0.1059,38.3745,5.911,25.7322,0.3423,42.775,14.2629,1.6758,3.3031,0.8427,3.1062,0.3025,0.1601,18.1465,0.9459,48.8378,3.7783,18.9835,4.8965
L7-1707,TX-MN-2,Listeria,L. welshimeri,293,78,2815033,36.44,261197,98.3548,PRJNA561882,SRR11344021,JAASTR000000000,L8,TX,31.3279,-97.4986,193.66,0.2405,0.2447,7.6862,7.742,4.2729,-0.3142,34624.9564,0.1188,0.3428,433.4133,235.5838,13.2833,0.1059,38.3745,5.911,25.7322,0.3423,42.775,14.2629,1.6758,3.3031,0.8427,3.1062,0.3025,0.1601,18.1465,0.9459,48.8378,3.7783,18.9835,4.8965
L7-1710,TX-MN-2,Listeria,L. welshimeri,294,86,2836858,36.19,518327,219.144,PRJNA561882,SRR11344020,JAATNX000000000,L8,TX,31.3279,-97.4986,193.66,0.2405,0.2447,7.6862,7.742,4.2729,-0.3142,34624.9564,0.1188,0.3428,433.4133,235.5838,13.2833,0.1059,38.3745,5.911,25.7322,0.3423,42.775,14.2629,1.6758,3.3031,0.8427,3.1062,0.3025,0.1601,18.1465,0.9459,48.8378,3.7783,18.9835,4.8965
L7-1711,TX-MN-4,Listeria,L. welshimeri,178,22,2787836,36.26,308656,187.338,PRJNA561882,SRR11344019,JAARPE000000000,L8,TX,31.323,-97.4861,186.76,0.4934,0.1909,5.2908,8.219,4.7385,-0.3935,34859.9137,0.1384,0.7248,541.9591,460.9011,22.0602,0.1014,54.8356,5.2224,35.7446,0.3937,42.775,14.2629,1.6758,3.3031,1.0488,2.9483,0.2831,0.1061,17.7646,0.9175,48.8167,3.6323,18.7589,5.7238
L7-1717,TX-MN-5,Listeria,L. welshimeri,178,29,2850555,36.16,411220,155.252,PRJNA561882,SRR11344018,JAARPD000000000,L8,TX,31.3215,-97.4814,187.99,0.349,0.0889,4.9122,8.481,2.8643,-0.2009,32458.5669,0.1328,0.6333,443.6708,522.6362,26.5159,0.0941,57.847,3.5352,42.5566,0.3423,42.775,14.2629,1.6758,3.3031,1.1413,2.8825,0.2833,0.1073,18.0778,0.8146,48.4727,3.5999,18.6596,5.9609
L7-1718,TX-MN-5,Listeria,L. welshimeri,284,142,2853175,36.11,384684,126.292,PRJNA561882,SRR11344017,JAARPC000000000,L8,TX,31.3215,-97.4814,187.99,0.349,0.0889,4.9122,8.481,2.8643,-0.2009,32458.5669,0.1328,0.6333,443.6708,522.6362,26.5159,0.0941,57.847,3.5352,42.5566,0.3423,42.775,14.2629,1.6758,3.3031,1.1413,2.8825,0.2833,0.1073,18.0778,0.8146,48.4727,3.5999,18.6596,5.9609
L7-1723,LA-TH-1,Listeria,L. monocytogenes,295,16,2998122,37.88,356178,95.6891,PRJNA514286,SRR9620923,AAHZIU000000000,L1,LA,30.94,-91.487,79.14,0.3405,0.2013,2.7202,6.595,4.0636,62.9404,2353.4327,0.0808,22.9926,116.7245,234.641,80.1233,0.0235,39.9185,5.8579,14.9105,2.7337,222.0,16.26,2.5884,3.6306,3.6655,3.2373,0.3793,0.3136,71.2852,2.4173,0.8738,8.1532,1.0385,8.6363
L7-1725,LA-TH-1,Listeria,L. monocytogenes,80,14,2895487,37.99,356380,113.7,PRJNA514286,SRR9620947,AAHZJC000000000,L1,LA,30.94,-91.487,79.14,0.3405,0.2013,2.7202,6.595,4.0636,62.9404,2353.4327,0.0808,22.9926,116.7245,234.641,80.1233,0.0235,39.9185,5.8579,14.9105,2.7337,222.0,16.26,2.5884,3.6306,3.6655,3.2373,0.3793,0.3136,71.2852,2.4173,0.8738,8.1532,1.0385,8.6363
L7-1726,LA-TH-1,Listeria,L. innocua,22,57,3210841,37.06,377434,157.4,PRJNA561882,SRR11344016,JAARPB000000000,L6,LA,30.94,-91.487,79.14,0.3405,0.2013,2.7202,6.595,4.0636,62.9404,2353.4327,0.0808,22.9926,116.7245,234.641,80.1233,0.0235,39.9185,5.8579,14.9105,2.7337,222.0,16.26,2.5884,3.6306,3.6655,3.2373,0.3793,0.3136,71.2852,2.4173,0.8738,8.1532,1.0385,8.6363
L7-1731,LA-TH-2,Listeria,L. monocytogenes,80,27,3015723,38.0,249471,119.245,PRJNA514286,SRR9620944,AAHZJW000000000,L1,LA,30.9411,-91.4926,85.99,0.4027,0.3577,7.2592,7.757,8.3089,4.9345,25219.0549,0.1248,2.8722,199.4195,409.6289,41.8451,0.0876,47.7765,20.7422,48.4444,1.8923,222.0,16.26,2.5884,3.6306,4.0641,3.2205,0.4846,0.2372,70.893,2.1168,0.7979,7.8015,1.2332,9.1512
L7-1734,LA-TH-2,Listeria,L. monocytogenes,220,22,2896845,37.95,196041,127.153,PRJNA514286,SRR9620943,AAHZJV000000000,L1,LA,30.9411,-91.4926,85.99,0.4027,0.3577,7.2592,7.757,8.3089,4.9345,25219.0549,0.1248,2.8722,199.4195,409.6289,41.8451,0.0876,47.7765,20.7422,48.4444,1.8923,222.0,16.26,2.5884,3.6306,4.0641,3.2205,0.4846,0.2372,70.893,2.1168,0.7979,7.8015,1.2332,9.1512
L7-1735,LA-TH-2,Listeria,L. monocytogenes,296,16,2876766,37.99,507017,122.78,PRJNA514286,SRR9620891,AAHZIJ000000000,L1,LA,30.9411,-91.4926,85.99,0.4027,0.3577,7.2592,7.757,8.3089,4.9345,25219.0549,0.1248,2.8722,199.4195,409.6289,41.8451,0.0876,47.7765,20.7422,48.4444,1.8923,222.0,16.26,2.5884,3.6306,4.0641,3.2205,0.4846,0.2372,70.893,2.1168,0.7979,7.8015,1.2332,9.1512
L7-1737,LA-TH-4,Listeria,L. monocytogenes,80,32,3082536,37.8,192676,123.538,PRJNA514286,SRR9620882,AAHZIG000000000,L1,LA,30.9373,-91.5027,81.75,0.3168,0.2308,3.4286,5.685,5.4623,49.3915,1304.3,0.1324,17.2451,86.9693,204.4468,69.0579,0.0192,37.9902,5.9616,13.4582,1.2275,213.175,16.7961,2.7745,3.7333,5.5468,3.0364,0.5567,0.1627,67.3195,1.5377,0.6073,7.6998,1.9603,11.5727
L7-1743,LA-TH-5,Listeria,L. innocua,150,40,3151537,37.06,354383,211.85,PRJNA561882,SRR11344015,JAASTQ000000000,L6,LA,30.9393,-91.507,83.77,0.2542,0.1843,2.5292,6.059,4.6185,31.8924,1569.3235,0.0266,8.4914,70.1237,183.5127,58.5209,0.0232,31.9283,5.4642,10.1637,1.0483,221.325,16.5797,2.54,3.6294,5.747,3.0613,0.6262,0.0984,66.6096,1.3975,0.5695,7.7199,2.2979,11.8726
L7-1749,LA-HN-2,Listeria,L. monocytogenes,80,18,2885567,37.98,348300,106.614,PRJNA514286,SRR9620956,AAHZIZ000000000,L1,MS,31.3105,-91.1415,43.6,0.2384,0.0564,1.1106,6.362,2.2036,69.98,1530.1793,0.069,25.6025,69.0883,166.786,12.2049,0.0266,40.509,1.656,6.0473,0.2802,212.725,14.9848,2.9055,3.1964,0.7613,2.8168,0.3365,1.6936,70.6534,4.2678,1.9421,2.6745,0.067,14.7872
L7-1750,LA-HN-2,Listeria,L. monocytogenes,297,18,2907957,38.01,431326,111.386,PRJNA514286,SRR9620961,AAHZIT000000000,L1,MS,31.3105,-91.1415,43.6,0.2384,0.0564,1.1106,6.362,2.2036,69.98,1530.1793,0.069,25.6025,69.0883,166.786,12.2049,0.0266,40.509,1.656,6.0473,0.2802,212.725,14.9848,2.9055,3.1964,0.7613,2.8168,0.3365,1.6936,70.6534,4.2678,1.9421,2.6745,0.067,14.7872
L7-1751,LA-HN-2,Listeria,L. monocytogenes,220,33,3011165,37.86,211371,120.88,PRJNA514286,SRR9620955,AAHZHW000000000,L1,MS,31.3105,-91.1415,43.6,0.2384,0.0564,1.1106,6.362,2.2036,69.98,1530.1793,0.069,25.6025,69.0883,166.786,12.2049,0.0266,40.509,1.656,6.0473,0.2802,212.725,14.9848,2.9055,3.1964,0.7613,2.8168,0.3365,1.6936,70.6534,4.2678,1.9421,2.6745,0.067,14.7872
L7-1752,LA-HN-2,Listeria,L. monocytogenes,298,14,2899724,37.97,510483,113.793,PRJNA514286,SRR9620934,AAHZIR000000000,L1,MS,31.3105,-91.1415,43.6,0.2384,0.0564,1.1106,6.362,2.2036,69.98,1530.1793,0.069,25.6025,69.0883,166.786,12.2049,0.0266,40.509,1.656,6.0473,0.2802,212.725,14.9848,2.9055,3.1964,0.7613,2.8168,0.3365,1.6936,70.6534,4.2678,1.9421,2.6745,0.067,14.7872
L7-1755,LA-HN-4,Listeria,L. monocytogenes,299,17,2876198,37.97,444111,124.294,PRJNA514286,SRR9620951,AAHZIE000000000,L1,MS,31.3167,-91.1433,51.04,0.4525,0.3475,6.6045,4.73,8.2138,94.5661,770.6319,0.0898,38.0074,118.7392,294.8765,108.0353,0.0311,52.2883,8.0852,26.8495,4.6553,196.775,15.109,2.7787,3.129,0.7966,2.9842,0.2897,1.75,68.4941,3.9086,1.821,2.8519,0.0806,17.0233
L7-1758,LA-HN-4,Listeria,L. monocytogenes,80,12,2835996,38.08,550730,112.632,PRJNA514286,SRR9620963,AAHZIL000000000,L1,MS,31.3167,-91.1433,51.04,0.4525,0.3475,6.6045,4.73,8.2138,94.5661,770.6319,0.0898,38.0074,118.7392,294.8765,108.0353,0.0311,52.2883,8.0852,26.8495,4.6553,196.775,15.109,2.7787,3.129,0.7966,2.9842,0.2897,1.75,68.4941,3.9086,1.821,2.8519,0.0806,17.0233
L7-1761,LA-HN-5,Listeria,L. booriae,S5071,17,3608183,41.77,619121,96.061,PRJNA561882,SRR11344014,JAASTP000000000,L12,MS,31.3199,-91.1452,37.65,0.4063,0.1766,2.7784,5.683,5.0188,82.1609,1538.0829,0.072,55.2589,106.8244,386.5747,79.0473,0.0337,50.1091,6.1075,18.0753,2.0753,196.775,15.109,2.7787,3.129,0.8126,3.0449,0.2794,1.7547,67.1762,3.6139,1.6719,2.8125,0.0971,18.7367
L7-1765,LA-HN-5,Listeria,L. monocytogenes,80,33,2931335,37.93,224847,93.9826,PRJNA514286,SRR9620932,AAHZIY000000000,L1,MS,31.3199,-91.1452,37.65,0.4063,0.1766,2.7784,5.683,5.0188,82.1609,1538.0829,0.072,55.2589,106.8244,386.5747,79.0473,0.0337,50.1091,6.1075,18.0753,2.0753,196.775,15.109,2.7787,3.129,0.8126,3.0449,0.2794,1.7547,67.1762,3.6139,1.6719,2.8125,0.0971,18.7367
L7-1769,MN-SD-5,Listeria,L. booriae,S5040,16,3217199,41.95,340612,61.2318,PRJNA561882,SRR11344012,JAARPA000000000,L12,MN,45.4275,-93.7153,295.9,0.1495,0.11,1.17,5.944,1.3395,12.339,668.1832,0.0167,1.8225,63.1436,80.8075,4.0359,0.0212,21.9228,5.3246,4.1196,2.3006,12.875,-6.5748,-16.5861,3.0012,3.8569,4.9726,2.8678,0.0204,32.4021,0.7167,2.0487,20.7449,8.9978,23.3722
L7-1773,MN-SD-5,Listeria,L. booriae,S5017,33,3335036,41.97,191940,112.08,PRJNA561882,SRR11344011,JAAROZ000000000,L12,MN,45.4275,-93.7153,295.9,0.1495,0.11,1.17,5.944,1.3395,12.339,668.1832,0.0167,1.8225,63.1436,80.8075,4.0359,0.0212,21.9228,5.3246,4.1196,2.3006,12.875,-6.5748,-16.5861,3.0012,3.8569,4.9726,2.8678,0.0204,32.4021,0.7167,2.0487,20.7449,8.9978,23.3722
L7-1775,MN-RR-2,Listeria,L. monocytogenes,61,32,2997736,37.79,238777,122.265,PRJNA514286,SRR9620939,AAHZJA000000000,L3,MN,45.8939,-93.5587,357.54,0.5429,0.31,4.08,5.412,6.8338,52.8801,2052.9237,0.0459,16.4228,90.6136,328.6234,40.512,0.0428,54.3315,8.0359,10.8988,4.6795,16.975,-6.8132,-18.659,2.803,0.9643,2.3586,0.4133,0.064,47.2106,0.2661,0.4677,13.4511,4.276,30.5283
L7-1783,MN-RR-3,Listeria,L. monocytogenes,58,24,2945951,37.82,236642,99.2348,PRJNA514286,SRR9620922,AAHZIP000000000,L3,MN,45.8772,-93.5385,346.91,1.1271,1.5,19.05,4.956,25.9695,34.3457,5837.5016,0.1051,9.6872,187.0292,980.4727,20.9816,0.0535,89.3997,8.8572,27.974,11.3141,16.975,-6.8132,-18.659,2.803,0.5404,2.3607,0.3967,0.1263,43.6279,0.235,0.485,15.7532,6.119,30.3558
L7-1785,MN-RR-3,Listeria,L. welshimeri,126,13,2750088,36.27,1417475,116.844,PRJNA561882,SRR11344010,JAAROY000000000,L8,MN,45.8772,-93.5385,346.91,1.1271,1.5,19.05,4.956,25.9695,34.3457,5837.5016,0.1051,9.6872,187.0292,980.4727,20.9816,0.0535,89.3997,8.8572,27.974,11.3141,16.975,-6.8132,-18.659,2.803,0.5404,2.3607,0.3967,0.1263,43.6279,0.235,0.485,15.7532,6.119,30.3558
L7-1787,MN-RR-3,Listeria,L. welshimeri,27,27,2792479,36.25,650003,115.056,PRJNA561882,SRR11344009,JAAROX000000000,L8,MN,45.8772,-93.5385,346.91,1.1271,1.5,19.05,4.956,25.9695,34.3457,5837.5016,0.1051,9.6872,187.0292,980.4727,20.9816,0.0535,89.3997,8.8572,27.974,11.3141,16.975,-6.8132,-18.659,2.803,0.5404,2.3607,0.3967,0.1263,43.6279,0.235,0.485,15.7532,6.119,30.3558
L7-1800,LA-JW-1,Listeria,L. monocytogenes,80,11,2852112,38.05,1475293,99.1614,PRJNA514286,SRR9620935,AAHZHZ000000000,L1,LA,30.3815,-90.4242,0.9,0.3111,0.34,6.2,7.215,7.9051,1.9834,20250.4869,0.1674,3.3815,146.0616,341.7922,29.6118,0.1072,201.0477,9.4139,43.461,3.7432,155.8,16.2674,3.2726,4.5997,8.1308,3.7937,3.6379,0.047,5.8133,1.0676,0.5883,1.9828,0.0399,74.8987
L7-1802,LA-JW-1,Listeria,L. monocytogenes,58,42,3125592,37.69,175404,128.885,PRJNA514286,SRR9620895,AAHZIN000000000,L3,LA,30.3815,-90.4242,0.9,0.3111,0.34,6.2,7.215,7.9051,1.9834,20250.4869,0.1674,3.3815,146.0616,341.7922,29.6118,0.1072,201.0477,9.4139,43.461,3.7432,155.8,16.2674,3.2726,4.5997,8.1308,3.7937,3.6379,0.047,5.8133,1.0676,0.5883,1.9828,0.0399,74.8987
L7-1808,LA-LO-1,Listeria,L. monocytogenes,193,29,3071167,37.8,353176,139.358,PRJNA514286,SRR9620933,AAHZHY000000000,L1,LA,31.2098,-91.8661,15.52,0.4912,0.35,4.08,6.832,5.365,2.3461,3409.6288,0.0587,2.4255,220.1771,573.5384,17.466,0.0359,38.6783,19.0231,13.8054,2.028,200.95,15.691,2.6977,3.2491,2.9713,1.7346,1.0509,0.2393,3.1904,0.5106,0.3679,0.0619,27.3374,62.5358
L7-1810,LA-LO-1,Listeria,L. welshimeri,27,25,2785678,36.2,228080,102.213,PRJNA561882,SRR11344008,JAAROW000000000,L8,LA,31.2098,-91.8661,15.52,0.4912,0.35,4.08,6.832,5.365,2.3461,3409.6288,0.0587,2.4255,220.1771,573.5384,17.466,0.0359,38.6783,19.0231,13.8054,2.028,200.95,15.691,2.6977,3.2491,2.9713,1.7346,1.0509,0.2393,3.1904,0.5106,0.3679,0.0619,27.3374,62.5358
L7-1816,LA-LO-2,Listeria,L. booriae,S5072,20,3663069,41.69,787319,80.9966,PRJNA561882,SRR11344007,JAAROV000000000,L12,LA,31.209,-91.8683,15.06,0.2861,0.22,2.44,7.355,4.5398,3.566,2924.4987,0.0891,1.5203,197.8046,570.176,9.4338,0.0313,34.1018,13.7712,10.4937,1.2974,200.95,15.691,2.6977,3.2491,3.0336,1.6703,1.1387,0.2358,3.3275,0.5005,0.3491,0.0603,27.2009,62.4834
L7-1818,LA-LO-3,Listeria,L. welshimeri,16,55,2943153,36.06,378965,159.568,PRJNA561882,SRR11344006,JAAROU000000000,L8,LA,31.205,-91.8703,14.9,0.3273,0.18,1.98,6.498,3.7964,17.6926,3089.9995,0.1068,6.1337,327.7527,988.3159,16.8375,0.0315,48.1464,7.2165,10.426,1.0293,200.95,15.691,2.6977,3.2491,2.8595,1.5911,0.7495,0.2239,3.2917,0.5138,0.3324,0.0722,27.6771,62.6889
L7-1824,LA-AN-1,Listeria,L. booriae,S5073,26,3523826,41.89,399674,146.155,PRJNA561882,SRR11344005,JAAROT000000000,L12,LA,30.4928,-91.748,6.45,0.6284,0.36,4.63,6.684,6.6096,9.7077,5543.8189,0.2167,10.1218,351.333,1068.8922,19.3182,0.0419,57.1754,8.7687,19.8002,2.4374,184.875,16.0923,2.8274,4.5407,6.4549,1.6046,1.7972,0.0006,1.9429,0.5954,0.3487,2.9365,4.9012,79.4179
L7-1825,LA-AN-1,Listeria,L. booriae,S5074,21,3537819,42.0,488699,41.0418,PRJNA561882,SRR11344004,JAAROS000000000,L12,LA,30.4928,-91.748,6.45,0.6284,0.36,4.63,6.684,6.6096,9.7077,5543.8189,0.2167,10.1218,351.333,1068.8922,19.3182,0.0419,57.1754,8.7687,19.8002,2.4374,184.875,16.0923,2.8274,4.5407,6.4549,1.6046,1.7972,0.0006,1.9429,0.5954,0.3487,2.9365,4.9012,79.4179
L7-1826,LA-AN-1,Listeria,L. booriae,S5075,39,3455232,42.07,289439,62.9528,PRJNA561882,SRR11344003,JAAROR000000000,L12,LA,30.4928,-91.748,6.45,0.6284,0.36,4.63,6.684,6.6096,9.7077,5543.8189,0.2167,10.1218,351.333,1068.8922,19.3182,0.0419,57.1754,8.7687,19.8002,2.4374,184.875,16.0923,2.8274,4.5407,6.4549,1.6046,1.7972,0.0006,1.9429,0.5954,0.3487,2.9365,4.9012,79.4179
L7-1827,LA-AN-1,Listeria,L. booriae,S5076,32,3510386,41.86,468182,71.2153,PRJNA561882,SRR11343873,JAAROQ000000000,L12,LA,30.4928,-91.748,6.45,0.6284,0.36,4.63,6.684,6.6096,9.7077,5543.8189,0.2167,10.1218,351.333,1068.8922,19.3182,0.0419,57.1754,8.7687,19.8002,2.4374,184.875,16.0923,2.8274,4.5407,6.4549,1.6046,1.7972,0.0006,1.9429,0.5954,0.3487,2.9365,4.9012,79.4179
